id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_wisatawan,jumlah_pengunjung,satuan,tahun
283,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,2442250,ORANG,2019
284,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,1025,ORANG,2019
285,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,996345,ORANG,2019
286,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,15,ORANG,2019
287,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,0,ORANG,2019
288,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,676,ORANG,2019
289,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,599,ORANG,2019
290,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,415,ORANG,2019
291,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,15460,ORANG,2019
292,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,22,ORANG,2019
293,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,695656,ORANG,2019
294,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,32,ORANG,2019
295,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,107228,ORANG,2019
296,32,JAWA BARAT,3201,KABUPATEN BOGOR,MANCANEGARA,0,ORANG,2020
297,32,JAWA BARAT,3201,KABUPATEN BOGOR,NUSANTARA,28367,ORANG,2020
298,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,586,ORANG,2020
299,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,738782,ORANG,2020
300,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,29461,ORANG,2020
301,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,1041740,ORANG,2020
302,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,3089,ORANG,2020
303,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,1270937,ORANG,2020
304,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,94,ORANG,2020
305,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,1907007,ORANG,2020
306,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,134,ORANG,2020
307,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,658170,ORANG,2020
308,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,2,ORANG,2020
309,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,616643,ORANG,2020
310,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,27,ORANG,2020
311,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,1270547,ORANG,2020
312,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,0,ORANG,2020
313,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,352426,ORANG,2020
314,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,0,ORANG,2020
315,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,375000,ORANG,2020
316,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,9,ORANG,2020
317,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,248080,ORANG,2020
318,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,22,ORANG,2020
319,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,210344,ORANG,2020
320,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,1086,ORANG,2020
321,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,310977,ORANG,2020
322,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,154,ORANG,2020
323,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,845333,ORANG,2020
324,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,92,ORANG,2020
325,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,1426983,ORANG,2020
326,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2020
327,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,127500,ORANG,2020
328,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,23431,ORANG,2020
329,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,3440529,ORANG,2020
330,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,514,ORANG,2020
331,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3939992,ORANG,2020
332,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,34400,ORANG,2020
333,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,1249690,ORANG,2020
334,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,100,ORANG,2020
335,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,107386,ORANG,2020
336,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,0,ORANG,2020
337,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,2431290,ORANG,2020
338,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,161,ORANG,2020
339,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,326168,ORANG,2020
340,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,15,ORANG,2020
341,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,42065,ORANG,2020
342,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,55,ORANG,2020
343,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,215411,ORANG,2020
344,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,29,ORANG,2020
345,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,48148,ORANG,2020
346,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,15,ORANG,2020
347,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,32860,ORANG,2020
348,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,0,ORANG,2020
349,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,9832,ORANG,2020
350,32,JAWA BARAT,3201,KABUPATEN BOGOR,MANCANEGARA,2609,ORANG,2021
351,32,JAWA BARAT,3201,KABUPATEN BOGOR,NUSANTARA,1762279,ORANG,2021
352,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,277,ORANG,2021
353,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,565545,ORANG,2021
354,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,44,ORANG,2021
355,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,1046751,ORANG,2021
356,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,100,ORANG,2021
357,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,1836575,ORANG,2021
358,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,0,ORANG,2021
359,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,357324,ORANG,2021
360,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,2,ORANG,2021
361,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,590906,ORANG,2021
362,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,4,ORANG,2021
363,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,701269,ORANG,2021
364,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,20,ORANG,2021
365,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,2215601,ORANG,2021
366,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,0,ORANG,2021
367,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,246466,ORANG,2021
368,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,0,ORANG,2021
369,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,472906,ORANG,2021
370,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,0,ORANG,2021
371,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,648004,ORANG,2021
372,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,5,ORANG,2021
373,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,411913,ORANG,2021
374,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,0,ORANG,2021
375,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,3176632,ORANG,2021
376,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,49,ORANG,2021
377,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,685269,ORANG,2021
378,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,0,ORANG,2021
379,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,1800393,ORANG,2021
380,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2021
381,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,1730651,ORANG,2021
382,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,0,ORANG,2021
383,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,2202146,ORANG,2021
384,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,15,ORANG,2021
385,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3604113,ORANG,2021
386,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,249,ORANG,2021
387,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,1302470,ORANG,2021
388,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,0,ORANG,2021
389,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,72548,ORANG,2021
390,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,0,ORANG,2021
391,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,393223,ORANG,2021
392,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,131,ORANG,2021
393,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,751688,ORANG,2021
394,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,552,ORANG,2021
395,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,69257,ORANG,2021
396,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,150,ORANG,2021
397,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,1633808,ORANG,2021
398,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,0,ORANG,2021
399,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,29533,ORANG,2021
400,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,0,ORANG,2021
401,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,195699,ORANG,2021
402,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,0,ORANG,2021
403,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,33900,ORANG,2021
404,32,JAWA BARAT,3201,KABUPATEN BOGOR,MANCANEGARA,84915,ORANG,2022
405,32,JAWA BARAT,3201,KABUPATEN BOGOR,NUSANTARA,3292268,ORANG,2022
406,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,536,ORANG,2022
407,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,5542305,ORANG,2022
408,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,17850,ORANG,2022
409,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,1487594,ORANG,2022
410,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,1052,ORANG,2022
411,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,3782823,ORANG,2022
412,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,31,ORANG,2022
413,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,4406053,ORANG,2022
414,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,543,ORANG,2022
415,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,726021,ORANG,2022
416,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,61,ORANG,2022
417,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,1001099,ORANG,2022
418,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,16,ORANG,2022
419,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,2867834,ORANG,2022
420,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,9,ORANG,2022
421,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,486191,ORANG,2022
422,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,4,ORANG,2022
423,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,772161,ORANG,2022
424,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,11410,ORANG,2022
425,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,1292992,ORANG,2022
426,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,7,ORANG,2022
427,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,547986,ORANG,2022
428,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,1529,ORANG,2022
429,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,5278881,ORANG,2022
430,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,93,ORANG,2022
431,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,1423486,ORANG,2022
432,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,562,ORANG,2022
433,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,572937,ORANG,2022
434,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2022
435,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,945028,ORANG,2022
436,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,21241,ORANG,2022
437,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,4447943,ORANG,2022
438,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,1291,ORANG,2022
439,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,4286894,ORANG,2022
440,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,1931,ORANG,2022
441,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,2267318,ORANG,2022
442,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,0,ORANG,2022
443,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,145243,ORANG,2022
444,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,1841,ORANG,2022
445,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,2404708,ORANG,2022
446,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,249,ORANG,2022
447,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,699772,ORANG,2022
448,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,0,ORANG,2022
449,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,507248,ORANG,2022
450,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,446,ORANG,2022
451,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,2259408,ORANG,2022
452,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,120,ORANG,2022
453,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,74689,ORANG,2022
454,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,450,ORANG,2022
455,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,802600,ORANG,2022
456,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,0,ORANG,2022
457,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,73034,ORANG,2022
458,32,JAWA BARAT,3201,KABUPATEN BOGOR,NUSANTARA,6180677,ORANG,2023
459,32,JAWA BARAT,3201,KABUPATEN BOGOR,MANCANEGARA,138731,ORANG,2023
460,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,2763179,ORANG,2023
461,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,3988,ORANG,2023
462,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,1907178,ORANG,2023
463,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,81407,ORANG,2023
464,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,1014251,ORANG,2023
465,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,15833,ORANG,2023
466,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,3874395,ORANG,2023
467,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,182,ORANG,2023
468,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,897455,ORANG,2023
469,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,1144,ORANG,2023
470,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,1098910,ORANG,2023
471,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,533,ORANG,2023
472,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,3081058,ORANG,2023
473,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,26,ORANG,2023
474,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,683909,ORANG,2023
475,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,0,ORANG,2023
476,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,1050505,ORANG,2023
477,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,19,ORANG,2023
478,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,1803403,ORANG,2023
479,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,12023,ORANG,2023
480,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,836782,ORANG,2023
481,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,3,ORANG,2023
482,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,5943337,ORANG,2023
483,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,10615,ORANG,2023
484,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,1731254,ORANG,2023
485,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,169,ORANG,2023
486,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,2492784,ORANG,2023
487,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,126,ORANG,2023
488,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,2779315,ORANG,2023
489,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,666,ORANG,2023
490,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,3476351,ORANG,2023
491,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,3996,ORANG,2023
492,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3894645,ORANG,2023
493,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,3930,ORANG,2023
494,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,2646662,ORANG,2023
495,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,5693,ORANG,2023
496,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,405486,ORANG,2023
497,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,377,ORANG,2023
498,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,2910645,ORANG,2023
499,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,12639,ORANG,2023
500,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,1832415,ORANG,2023
501,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,714,ORANG,2023
502,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,975195,ORANG,2023
503,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,0,ORANG,2023
504,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,3210403,ORANG,2023
505,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,230,ORANG,2023
506,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,110341,ORANG,2023
507,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,426,ORANG,2023
508,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,1368847,ORANG,2023
509,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,384,ORANG,2023
510,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,68862,ORANG,2023
511,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,2,ORANG,2023
512,32,JAWA BARAT,3201,KABUPATEN BOGOR,NUSANTARA,5982148,ORANG,2024
513,32,JAWA BARAT,3201,KABUPATEN BOGOR,MANCANEGARA,194496,ORANG,2024
514,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,1352496,ORANG,2024
515,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,6786,ORANG,2024
516,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,1745634,ORANG,2024
517,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,134000,ORANG,2024
518,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,4013313,ORANG,2024
519,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,5628,ORANG,2024
520,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,1980426,ORANG,2024
521,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,678,ORANG,2024
522,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,995078,ORANG,2024
523,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,1686,ORANG,2024
524,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,1394529,ORANG,2024
525,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,623,ORANG,2024
526,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,3485278,ORANG,2024
527,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,137,ORANG,2024
528,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,812756,ORANG,2024
529,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,0,ORANG,2024
530,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,1249506,ORANG,2024
531,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,13,ORANG,2024
532,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,1810983,ORANG,2024
533,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,13721,ORANG,2024
534,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,625403,ORANG,2024
535,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,22,ORANG,2024
536,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,2219920,ORANG,2024
537,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,5989,ORANG,2024
538,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,1849813,ORANG,2024
539,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,184,ORANG,2024
540,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,6158813,ORANG,2024
541,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,18103,ORANG,2024
542,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,2739806,ORANG,2024
543,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,23589,ORANG,2024
544,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,3071710,ORANG,2024
545,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,503,ORANG,2024
546,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3294137,ORANG,2024
547,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,3225,ORANG,2024
548,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,5070570,ORANG,2024
549,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,14857,ORANG,2024
550,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,421591,ORANG,2024
551,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,100383,ORANG,2024
552,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,7031949,ORANG,2024
553,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,27339,ORANG,2024
554,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,630515,ORANG,2024
555,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,972,ORANG,2024
556,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,1775990,ORANG,2024
557,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,0,ORANG,2024
558,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,3428855,ORANG,2024
559,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,221,ORANG,2024
560,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,127214,ORANG,2024
561,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,477,ORANG,2024
562,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,576857,ORANG,2024
563,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,221,ORANG,2024
564,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,118153,ORANG,2024
565,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,2,ORANG,2024
